station_id,province,district,name,network,operator,lat,lon,plug_count,gun_count,max_kw,total_site_kw,dc_fast,price_per_kwh,open_hours,status,source_url,verification_status,verification_note,confidence,notes,updated_by,active,connector_summary,power_summary
phuket_ptt_ratsada_kmz,Phuket,Mueang Phuket,PTT Ratsada Phuket,EV Station PluZ,PTT,7.922085,98.37056,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named public charger from KMZ in Ratsada,medium,"North-east Phuket Town competitor on the bypass corridor.",codex,true,CCS2,public PTT fast charger from KMZ
phuket_ptt_samart_energy_kmz,Phuket,Mueang Phuket,PTT Samart Energy,EV Station PluZ,PTT,7.933354,98.376643,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named public charger from KMZ on Ratsada side,medium,"Reinforces competition on the eastern bypass approach to Phuket Town.",codex,true,CCS2,public PTT fast charger from KMZ
phuket_bigc_phuket_evpluz_kmz,Phuket,Mueang Phuket,Big C Phuket EV Station PluZ,EV Station PluZ,PTT,7.8961445,98.3673712,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named charger at Big C Phuket from KMZ,medium_high,"Direct competitor inside the strongest Central-bypass retail band.",codex,true,CCS2,public retail charger from KMZ
phuket_bigc_thepkrasattri_evpluz_kmz,Phuket,Mueang Phuket,Big C Thepkrasattri EV Station PluZ,EV Station PluZ,PTT,7.9089898,98.3921925,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named charger at Big C Thepkrasattri from KMZ,medium,"East-city retail competitor supporting the old-town/bypass overlap area.",codex,true,CCS2,public retail charger from KMZ
phuket_bangchak_bypass_sharge_kmz,Phuket,Mueang Phuket,Bangchak Bypass Phuket Km.4,Sharge,Sharge,7.9174,98.3684,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named Sharge charger from KMZ on bypass corridor,medium_high,"Meaningful bypass-roadside competitor close to retail and dealer clusters.",codex,true,2x CCS2,2x CCS2 120 kW
phuket_byd_auto_group_city_kmz,Phuket,Mueang Phuket,BYD BD Auto Group Phuket,Sharge,Sharge,7.9028555,98.3883069,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,BYD/Sharge city-side charger from KMZ,medium_high,"Dealer-backed public fast charger near the bypass and east-city auto cluster.",codex,true,"2x CCS2, 2x Type2",2x CCS2 120 kW
phuket_byd_auto_group_bypass_kmz,Phuket,Mueang Phuket,BYD BD Auto Group Phuket Bypass,Sharge,Sharge,7.8940024,98.3692166,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,BYD/Sharge bypass-side charger from KMZ,medium_high,"Strong direct competitor in the Central-bypass demand band.",codex,true,"2x CCS2, 2x Type2",2x CCS2 120 kW
phuket_mg_luxury_ratsada_kmz,Phuket,Mueang Phuket,MG Luxury Phuket (Ratsada),MG Super Charge,MG,7.917943,98.369011,,1,60,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Dealer-linked MG charger from KMZ in Ratsada,medium,"Lower-scale but relevant city-side competitor near bypass retail demand.",codex,true,unknown,dealer charger from KMZ
phuket_mg_piya_kmz,Phuket,Mueang Phuket,MG Phuket Piya,MG Super Charge,MG,7.90744,98.39081,,1,60,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,MG dealer charger from KMZ east of the city core,medium,"Dealer-linked competitor in the east Phuket Town cluster.",codex,true,unknown,dealer charger from KMZ
phuket_pea_volta_old_town_kmz,Phuket,Mueang Phuket,PEA VOLTA Phuket Town,PEA VOLTA,PEA,7.8840618,98.397644,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,PEA VOLTA listing from KMZ in Phuket Town,medium,"Useful city-core public competitor near old town and government district.",codex,true,CCS2,public PEA charger from KMZ
phuket_market_village_elex_kmz,Phuket,Mueang Phuket,Market Village Phuket,EleX,EleX,7.824522,98.340263,,2,125,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named EleX charger from KMZ at Market Village Phuket,medium_high,"Major south-island destination competitor in Chalong corridor.",codex,true,2x CCS2,2x CCS2 125 kW
phuket_robinson_chalong_evpluz_kmz,Phuket,Mueang Phuket,Robinson Lifestyle Chalong EV Station PluZ,EV Station PluZ,PTT,7.8481698,98.3476205,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named charger at Robinson Lifestyle Chalong from KMZ,medium_high,"Strong mall-based competitor for Chalong-Rawai demand.",codex,true,CCS2,public mall charger from KMZ
phuket_lotus_chalong_altervim_kmz,Phuket,Mueang Phuket,Lotus's Chalong,Altervim,Altervim,7.839906,98.3337504,,2,150,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named Altervim charger from KMZ at Lotus's Chalong,medium_high,"Important south-island retail competitor with above-baseline power.",codex,true,"2x CCS2, Type2",2x CCS2 150 kW
phuket_ptt_chalong_petroleum_kmz,Phuket,Mueang Phuket,PTT Chalong Petroleum,EV Station PluZ,PTT,7.8420329,98.3344353,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named public charger from KMZ in Chalong,medium,"Roadside public competitor in the south-island corridor.",codex,true,CCS2,public PTT fast charger from KMZ
phuket_ptt_karon_kmz,Phuket,Mueang Phuket,PTT Karon,EV Station PluZ,PTT,7.8426,98.30266,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named public charger from KMZ on Patak Road in Karon,medium,"West-coast roadside competitor for Karon and Patong-side tourism travel.",codex,true,CCS2,public PTT fast charger from KMZ
phuket_pea_volta_rawai_kmz,Phuket,Mueang Phuket,PEA VOLTA Rawai / Wiset Road,PEA VOLTA,PEA,7.8075428,98.3369675,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,PEA VOLTA listing from KMZ on Wiset Road south of Chalong,medium,"Relevant south-coast public competitor around Rawai access corridor.",codex,true,CCS2,public PEA charger from KMZ
phuket_ptt_kathu_kmz,Phuket,Kathu,PTT Kathu,EV Station PluZ,PTT,7.905998,98.32706,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named public charger from KMZ in Kathu,medium_high,"Core mid-island competitor between Phuket Town and Patong.",codex,true,CCS2,public PTT fast charger from KMZ
phuket_ptt_kathu2_kmz,Phuket,Kathu,PTT Kathu 2,EV Station PluZ,PTT,7.911796,98.3424,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named second public charger from KMZ in Kathu,medium_high,"Adds competition depth in the Kathu connector corridor.",codex,true,CCS2,public PTT fast charger from KMZ
phuket_bigc_kamala_evpluz_kmz,Phuket,Kathu,Big C Market Kamala EV Station PluZ,EV Station PluZ,PTT,7.9475718,98.280282,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named public charger from KMZ in Kamala,medium,"West-coast retail competitor for Kamala and Surin demand.",codex,true,CCS2,public retail charger from KMZ
phuket_courtyard_patong_evpluz_kmz,Phuket,Kathu,Courtyard Phuket Patong Beach Resort EV Station PluZ,EV Station PluZ,PTT,7.886666,98.294143,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named public charger from KMZ in Patong beach resort area,medium_high,"Important tourism-hotel competitor inside Patong itself.",codex,true,CCS2,public hotel-site charger from KMZ
phuket_marriott_merlin_evpluz_kmz,Phuket,Kathu,Phuket Marriott Resort & Spa Merlin Beach EV Station PluZ,EV Station PluZ,PTT,7.882443,98.2718,,2,120,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,Named hotel-site charger from KMZ south of Patong,medium,"Hotel-based west-coast competitor relevant to resort-corridor charging behavior.",codex,true,CCS2,public hotel-site charger from KMZ
phuket_mg_doubletree_patong_kmz,Phuket,Kathu,MG Super Charge DoubleTree by Hilton Phuket Banthai,MG Super Charge,MG,7.890781,98.294715,,1,60,,true,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,MG-linked charger from KMZ in Patong,medium,"Smaller-scale but still relevant competitor in the Patong tourism core.",codex,true,unknown,dealer or hotel-linked charger from KMZ
phuket_ea_intercontinental_kamala_kmz,Phuket,Kathu,InterContinental Phuket Kamala,EA,EA,7.962614,98.284893,,4,11,,false,,,open,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz,public_listing_needs_operator_verification,EA Type 2 listing from KMZ in Kamala,medium,"Lower-power destination charging competitor that still affects premium resort behavior on the west coast.",codex,true,Type2,4x 11 kW
