station_id,province,district,name,network,operator,lat,lon,plug_count,gun_count,max_kw,total_site_kw,dc_fast,price_per_kwh,open_hours,status,source_url,verification_status,verification_note,confidence,notes,updated_by,active
rayong_kml_384160a4fb6d,Rayong,,PTT Rattana Petroleum,EV Station PluZ,PTT OR,12.73435,101.2822,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
kanchanaburi_kml_d4889d7e438e,Kanchanaburi,,PTT Wong Irin,EV Station PluZ,PTT OR,14.211098,99.086707,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
phichit_kml_7aaa9132ea87,Phichit,,PTT P.T. Pairat Petroleum Service,EV Station PluZ,PTT OR,16.4023,100.1411,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
nonthaburi_kml_04977c356717,Nonthaburi,,PTT Phaisan Phalang Thai Kanchana,EV Station PluZ,PTT OR,13.97389,100.4364,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
chiang_rai_kml_a22aad5964fe,Chiang Rai,,PTT Maekorn Petroleum (Mae Lao),EV Station PluZ,PTT OR,19.76896,99.73646,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
pathum_thani_kml_d90aff90884f,Pathum Thani,,PTT Western Ring (IB),EV Station PluZ,PTT OR,14.110117,100.533324,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
samut_sakhon_kml_b58815da9e0f,Samut Sakhon,,PTT Rama 2 (IB),EV Station PluZ,PTT OR,13.5935,100.3381,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_e0bfe7e67181,Bangkok,,PTT Borommaratchachonnani (IB),EV Station PluZ,PTT OR,13.78268,100.4156,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_8c9d5a7d8c3b,Bangkok,,PTT Ratchaphruek 1,EV Station PluZ,PTT OR,13.76199,100.4445,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_7d44121b806f,Bangkok,,PTT Ekkamai-Ramintra,EV Station PluZ,PTT OR,13.79816,100.6133,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
prachuap_khiri_khan_kml_9cf4c1318d06,Prachuap Khiri Khan,,PTT J.M.W. Hua Hin,EV Station PluZ,PTT OR,12.5960571,99.9454596,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_67140fce9a82,Bangkok,,PTT Ratburana (OB),EV Station PluZ,PTT OR,13.68338,100.4991,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
pathum_thani_kml_1e7ca37c1fbe,Pathum Thani,,PTT Santisuk Intersection,EV Station PluZ,PTT OR,14.03048,100.5316,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_a7f4c05c3ce6,Bangkok,,BigC Extra On Nut,EV Station PluZ,PTT OR,13.70976,100.601391,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
nakhon_pathom_kml_04f3199706e3,Nakhon Pathom,,PTT Phutthamonthon Sai 5,EV Station PluZ,PTT OR,13.72965,100.2987,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
pathum_thani_kml_24fcc3b6af5b,Pathum Thani,,PTT Khlong Luang km.6,EV Station PluZ,PTT OR,14.06657,100.6729,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
nakhon_pathom_kml_cad6e64faa85,Nakhon Pathom,,PTT Ruam Nakhon,EV Station PluZ,PTT OR,13.86127,100.2065,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
nakhon_pathom_kml_b3206284b545,Nakhon Pathom,,PTT Phutthamonthon Sai 4,EV Station PluZ,PTT OR,13.74399,100.328,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
chiang_mai_kml_7b9c8a0391e8,Chiang Mai,,PTT Saraphi,EV Station PluZ,PTT OR,18.66963,99.05187,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
songkhla_kml_a70e2e56543d,Songkhla,,PTT Hat Yai Nai (OB),EV Station PluZ,PTT OR,7.000368,100.4524,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_0dad6afdaaf8,Bangkok,,PTT Thung Khru,EV Station PluZ,PTT OR,13.62046,100.4923,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_8f52588a2f7a,Bangkok,,PTT Pracha Uthit- Ladprao,EV Station PluZ,PTT OR,13.77151,100.6052,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
saraburi_kml_a9a8a038933e,Saraburi,,PTT Saraburi (HUB),EV Station PluZ,PTT OR,14.5537,100.9662,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_34ed8e1bf8e2,Bangkok,,PTT Phatthanakan (OB),EV Station PluZ,PTT OR,13.72503,100.6579,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_52722f850163,Bangkok,,PTT Phahon Yothin km.25,EV Station PluZ,PTT OR,13.93426,100.6257,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
rayong_kml_812f059124e3,Rayong,,PTT RM Rayong-Banchang Km.192 (IB),EV Station PluZ,PTT OR,12.716053,101.040015,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
pathum_thani_kml_d37599efad64,Pathum Thani,,PTT Petroleum (347 Rd.),EV Station PluZ,PTT OR,14.11337,100.5696,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
nakhon_pathom_kml_be044372c55a,Nakhon Pathom,,PTT Manachai Services,EV Station PluZ,PTT OR,13.7799299,100.1757139,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
phetchaburi_kml_e12648b25009,Phetchaburi,,PTT Nice Petroleum Phetchaburi,EV Station PluZ,PTT OR,13.11808,99.90798,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
phetchaburi_kml_0bebb6edab4d,Phetchaburi,,PTT Heng Petroleum Services 2013,EV Station PluZ,PTT OR,12.987537,99.9009,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
pathum_thani_kml_0efced61094d,Pathum Thani,,PTT Department of Social Development and Welfare,EV Station PluZ,PTT OR,14.01573,100.7224,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_ab2e99a437fa,Bangkok,,PTT Kanchanapisek-Bangbon,EV Station PluZ,PTT OR,13.67203,100.4051,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_377b85c937f6,Bangkok,,PTT Minburi,EV Station PluZ,PTT OR,13.81944,100.7339,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_56b840074e6e,Bangkok,,PTT Theprak,EV Station PluZ,PTT OR,13.8787,100.6306,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
nonthaburi_kml_b7b460e9931e,Nonthaburi,,PTT Phukang Oil,EV Station PluZ,PTT OR,13.981987,100.320942,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
pathum_thani_kml_0750b0939a66,Pathum Thani,,Paolo Rangsit Hospital,EV Station PluZ,PTT OR,13.98588,100.6203,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
nakhon_si_thammarat_kml_82802a83c1aa,Nakhon Si Thammarat,,PTT Sichon,EV Station PluZ,PTT OR,9.003069,99.881517,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_4510a458f108,Bangkok,,PTT Suan Phak,EV Station PluZ,PTT OR,13.79249,100.4223,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_b0bc5408584f,Bangkok,,BigC Foodplace Pracha Uthit 90,EV Station PluZ,PTT OR,13.611668,100.51071,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
buri_ram_kml_9738438e2bbf,Buri Ram,,PTT Mana Sermpol Petroleum,EV Station PluZ,PTT OR,14.63481,102.7458,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
krabi_kml_c31919ac34d1,Krabi,,PTT Krabi International Airport,EV Station PluZ,PTT OR,8.102694,98.96747,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
phetchaburi_kml_17eaf1d9d1fe,Phetchaburi,,PTT Cha Am,EV Station PluZ,PTT OR,12.79909,99.97192,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
nonthaburi_kml_79a8d0ebd7eb,Nonthaburi,,PTT Phachachuen 2,EV Station PluZ,PTT OR,13.873997,100.548587,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
bangkok_kml_6409b6dab360,Bangkok,,PTT Vibhavadi,EV Station PluZ,PTT OR,13.77939,100.5561,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
ratchaburi_kml_0e90b9fe3e0f,Ratchaburi,,PTT Ratchaburi,EV Station PluZ,PTT OR,13.46737,99.79778,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
kanchanaburi_kml_673a969ae875,Kanchanaburi,,PTT Tha Makham,EV Station PluZ,PTT OR,14.05405,99.50109,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
nakhon_sawan_kml_b4bb388381a0,Nakhon Sawan,,PTT Kiat Sompong,EV Station PluZ,PTT OR,15.57763,100.1254,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
ubon_ratchathani_kml_637721a6fae6,Ubon Ratchathani,,PTT Karndee Petroleum,EV Station PluZ,PTT OR,15.2522,104.8806,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
lamphun_kml_02597f846eca,Lamphun,,PTT Lumpoon-Doiti,EV Station PluZ,PTT OR,18.56265,99.0335,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
prachuap_khiri_khan_kml_dc141a41a89a,Prachuap Khiri Khan,,PTT Sor Somboonsub Petroleum,EV Station PluZ,PTT OR,12.10257,99.85311,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
prachuap_khiri_khan_kml_b48fa2e63d32,Prachuap Khiri Khan,,PTT Samroiyod,EV Station PluZ,PTT OR,12.22538,99.86777,1,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
prachuap_khiri_khan_kml_64432129263f,Prachuap Khiri Khan,,PTT Chang Phueak Petroleum,EV Station PluZ,PTT OR,11.26458,99.43796,2,,,,true,,,listed,https://www.google.com/maps/d/u/0/kml?forcekml=1&mid=1YKD1Z5CdoyMnSTCOf2TgLmKV-REwfmIC,public_listing_needs_operator_verification,"Imported from nationwide public KML; verify exact location, operator, connector count, power, access and live status.",medium,Provider=PTT; imported from KML; not operator-verified.,kml_import,true
